xmin,ymin,xmax,ymax,filename,lat,lng,center_x,center_y,overlap
400012.7119458978,135989.7342709582,400072.7119458978,136049.7342709582,image_0.png,38.89202248728883,-76.99950766351027,400042.7119458978,136019.7342709582,3
399919.71190973517,136755.37442433985,399979.71190973517,136815.37442433985,image_1.png,38.89891965341253,-77.00057972202227,399949.71190973517,136785.37442433985,3
400344.7020130504,135989.994278533,400404.7020130504,136049.994278533,image_2.png,38.8920247507193,-76.99568084581857,400374.7020130504,136019.994278533,3
400704.35208582075,135989.16428651704,400764.35208582075,136049.16428651704,image_3.png,38.89201704698949,-76.99153519481477,400734.35208582075,136019.16428651704,3
400607.7520489225,136754.90443984006,400667.7520489225,136814.90443984006,image_4.png,38.89891518971741,-76.99264798319409,400637.7520489225,136784.90443984006,3
400704.4220754949,136445.2143791422,400764.4220754949,136505.2143791422,image_5.png,38.89612531396456,-76.99153390053056,400734.4220754949,136475.2143791422,3
400012.3919284895,136755.32442642908,400072.3919284895,136815.32442642908,image_6.png,38.8989192034296,-76.99951130507787,400042.3919284895,136785.32442642908,3
400302.0819910547,136580.07439740736,400362.0819910547,136640.07439740736,image_7.png,38.897340426117445,-76.99617183749368,400332.0819910547,136610.07439740736,3
399920.28190659784,136898.874453494,399980.28190659784,136958.874453494,image_8.png,38.90021235324749,-77.00057316147449,399950.28190659784,136928.874453494,3
400511.4920398236,136297.23434471144,400571.4920398236,136357.23434471144,image_9.png,38.89479239570203,-76.99375803101886,400541.4920398236,136327.23434471144,3
399664.90187555924,135989.2132629713,399724.90187555924,136049.2132629713,image_10.png,38.89201774195206,-77.00351683648448,399694.90187555924,136019.2132629713,3
400406.2520282286,135869.854255525,400466.2520282286,135929.854255525,image_11.png,38.89094245630093,-76.99497144097882,400436.2520282286,135899.854255525,3
400511.0220333151,136580.16440216455,400571.0220333151,136640.16440216455,image_12.png,38.89734113315233,-76.99376322612983,400541.0220333151,136610.16440216455,3
400574.21206219064,135870.23425941294,400634.21206219064,135930.23425941294,image_13.png,38.89094578012842,-76.9930354108121,400604.21206219064,135900.23425941294,3
400607.9220529122,136580.2844043848,400667.9220529122,136640.2844043848,image_14.png,38.89734214919853,-76.99264618554571,400637.9220529122,136610.2844043848,3
400607.742062343,136162.764319583,400667.742062343,136222.764319583,image_15.png,38.893580975706946,-76.99264864802528,400637.742062343,136192.764319583,3
400104.28196713544,135869.98424871615,400164.28196713544,135929.98424871615,image_16.png,38.890943725311296,-76.99845216809268,400134.28196713544,135899.98424871615,3
400511.4220523435,135744.33423241758,400571.4220523435,135804.33423241758,image_17.png,38.88981166653026,-76.99375927349688,400541.4220523435,135774.33423241758,3
400406.5620121866,136580.1043997805,400466.5620121866,136640.1043997805,image_18.png,38.897340650712096,-76.9949674165496,400436.5620121866,136610.1043997805,3
400704.5420899982,135806.79424948143,400764.5420899982,135866.79424948143,image_19.png,38.89037418960009,-76.99153319962578,400734.5420899982,135836.79424948143,3
400302.1919926174,136512.16438361912,400362.1919926174,136572.16438361912,image_20.png,38.896728668004855,-76.99617060226099,400332.1919926174,136542.16438361912,3
399792.5319000199,136048.84527797377,399852.5319000199,136108.84527797377,image_21.png,38.892554964284805,-77.00204567297716,399822.5319000199,136078.84527797377,3
399664.98187826964,135870.16423879558,399724.98187826964,135930.16423879558,image_22.png,38.89094530407179,-77.00351586144988,399694.98187826964,135900.16423879558,3
400510.842049392,135869.44425781228,400570.842049392,135929.44425781228,image_23.png,38.89093870476763,-76.99376586044704,400540.842049392,135899.44425781228,3
400012.31193884544,136297.42433343633,400072.31193884544,136357.42433343633,image_24.png,38.89479427294027,-76.99951225540336,400042.31193884544,136327.42433343633,3
399793.00188086496,136898.7144505752,399853.00188086496,136958.7144505752,image_25.png,38.90021089547027,-77.00204047448197,399823.00188086496,136928.7144505752,3
400012.2819354899,136445.22436344973,400072.2819354899,136505.22436344973,image_26.png,38.896125709671374,-76.99951259216596,400042.2819354899,136475.22436344973,3
400704.7720725104,136579.9744065143,400764.7720725104,136639.9744065143,image_27.png,38.89733928100846,-76.99152972177802,400734.7720725104,136609.9744065143,3
399792.9918975167,136163.52430127616,399852.9918975167,136223.52430127616,image_28.png,38.89358803540181,-77.00204040013674,399822.9918975167,136193.52430127616,3
400302.26198386325,136898.91446216026,400362.26198386325,136958.91446216026,image_29.png,38.90021265227116,-76.99616960835769,400332.26198386325,136928.91446216026,3
400302.54299586435,136371.85735513055,400362.54299586435,136431.85735513055,image_30.png,38.89546473098503,-76.99616662393161,400332.54299586435,136401.85735513055,3
400704.6020788887,136297.1243490704,400764.6020788887,136357.1243490704,image_31.png,38.89479126466321,-76.99153198388345,400734.6020788887,136327.1243490704,3
400103.88095923606,136215.27631882904,400163.88095923606,136275.27631882904,image_32.png,38.894054244265945,-76.99845672311692,400133.88095923606,136245.27631882904,3
399919.71192010917,136297.64433138183,399979.71192010917,136357.64433138183,image_33.png,38.89479625434239,-77.00057968839512,399949.71192010917,136327.64433138183,3
400302.2020005279,136163.20431274775,400362.2020005279,136223.20431274775,image_34.png,38.893585107880845,-76.996170655636,400332.2020005279,136193.20431274775,3
400608.00205599447,136445.3343769764,400668.00205599447,136505.3343769764,image_35.png,38.89612647021381,-76.99264538862103,400638.00205599447,136475.3343769764,3
399664.8818810882,135744.80421333716,399724.8818810882,135804.80421333716,image_36.png,38.889816014061964,-77.003516958421,399694.8818810882,135774.80421333716,3
400459.64201896026,136755.10443652212,400519.64201896026,136815.10443652212,image_37.png,38.898917086335686,-76.99435539806973,400489.64201896026,136785.10443652212,3
400104.31194904866,136668.3644108514,400164.31194904866,136728.3644108514,image_38.png,38.89813582699236,-76.99845166641316,400134.31194904866,136698.3644108514,3
400511.18204280373,136163.30431750714,400571.18204280373,136223.30431750714,image_39.png,38.89358590495225,-76.9937617099645,400541.18204280373,136193.30431750714,3
400704.38409138034,135744.44523681444,400764.38409138034,135804.44523681444,image_40.png,38.8898125264904,-76.99153508745911,400734.38409138034,135774.44523681444,3
399792.8319069732,135744.79421622973,399852.8319069732,135804.79421622973,image_41.png,38.88981595909925,-77.00204213639735,399822.8319069732,135774.79421622973,3
400510.9320486505,135903.16426466795,400570.9320486505,135963.16426466795,image_42.png,38.89124246710173,-76.99376479650223,400540.9320486505,135933.16426466795,3
400302.31249731354,136305.99884174866,400362.31249731354,136365.99884174866,image_43.png,38.89487145346499,-76.99616931285152,400332.31249731354,136335.99884174866,3
400012.16194309696,136108.58429508188,400072.16194309696,136168.58429508188,image_44.png,38.893093132354096,-76.99951399604613,400042.16194309696,136138.58429508188,3
400104.6819526677,136512.26437915742,400164.6819526677,136572.26437915742,image_45.png,38.896729621249165,-76.99844743165622,400134.6819526677,136542.26437915742,3
399919.5419326062,135744.73421909142,399979.5419326062,135804.73421909142,image_46.png,38.889815435025895,-77.00058160729418,399949.5419326062,135774.73421909142,3
400104.08196043206,136164.13430844533,400164.08196043206,136224.13430844533,image_47.png,38.89359353816638,-76.9984544161106,400134.08196043206,136194.13430844533,3
400406.9720263895,135957.35427331374,400466.9720263895,136017.35427331374,image_48.png,38.891730688681974,-76.99496308610527,400436.9720263895,135987.35427331374,3
399920.1219244732,136108.82629304868,399980.1219244732,136168.82629304868,image_49.png,38.89309531195729,-77.00057494842216,399950.1219244732,136138.82629304868,3
400301.8020099377,135744.4442276876,400361.8020099377,135804.4442276876,image_50.png,38.88981276151063,-76.9961754686219,400331.8020099377,135774.4442276876,3
399919.7419219152,136218.27431526588,399979.7419219152,136278.27431526588,image_51.png,38.8940812600789,-77.00057933674744,399949.7419219152,136248.27431526588,3
400511.2420467538,135989.32428217342,400571.2420467538,136049.32428217342,image_52.png,38.8920186283872,-76.99376115534926,400541.2420467538,136019.32428217342,3
400104.46194710716,136755.25442850115,400164.46194710716,136815.25442850115,image_53.png,38.89891856360143,-76.99844992024363,400134.46194710716,136785.25442850115,3
400607.8320692028,135861.15711547478,400667.8320692028,135921.15711547478,image_54.png,38.890863986081314,-76.99264789050332,400637.8320692028,135891.15711547478,3
